Möte,Dagordningspunkt,Brödtext,Förslagställare,Kommun,Organisation(er),Tid,Vem-taggar,Alla taggar,Rankning,Antal röstande
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de viktigaste drivkrafterna för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår att den enskilt viktigaste faktorn bör vara själva uppdraget som skolan har. Om skolan ska spegla det moderna samhället bör digitaliseringen ha en självklar rolli skolan. Om skolan ska fostra morgondagens medborgare rustade med en verktygslåda av förmågor som kommer väl till pass i det framtida samhället bör digitaliseringen ha en självklar roll i dagens skola. En samsyn kring detta tror jag på som en viktig drivkraft i digitaliseringsprocessen.,Per Martinsson,Hallsbergs kommun,,2018-07-02 22:47,,per-martinsson-2,3/13,37/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de viktigaste drivkrafterna för en bra och likvärdig utveckling av digital kompetens i skolan?,"föreslår att den eftersträvade adekvata digitala kompetensen konkretiseras och exemplifieras. Sannolikt har vi många olika tolkningar beroende på vår roll i systemet. Som lärare är jag styrd av läroplan i kombination med timplan, och i nuläget är timplanen överfylld åk 7-9. Förslaget är därför att synkronisera adekvat digital kompetens med timplan",Ingela Bursjöö,Göteborgs kommun,,2018-07-05 09:14,,ingela-bursjoo-1,5/13,37/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår att formulera analyser av effekterna vi ser av uppsatta mål,Grupp S:t Trinitatis,Gotlands kommun,,2018-07-05 13:22,,grupp-st-trinitatis-7,13/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"föreslår att medvetandegöra digital kompetens på alla nivåer utifrån den nationella digitaiseringstrategin, EU.s nyckelkompetenser och andra redan befintliga styrdokument",Grupp S:t Trinitatis,Gotlands kommun,,2018-07-05 13:23,,grupp-st-trinitatis-8,4/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår att säkerställa kompetens i förändringsledning,Grupp S:t Trinitatis,Gotlands kommun,,2018-07-05 13:23,,grupp-st-trinitatis-9,11/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår att ta fram webbkurser som ökar kompetens hos medarbetare på alla nivåer,Grupp S:t Trinitatis,Gotlands kommun,,2018-07-02 10:45,,grupp-st-trinitatis-1,5/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"Gruppen föreslår: Ett lärosäte ska bilda nätverk med de övriga lärosätena och ta fram en plan för vad som ska ingå i lärarutbildningen, standards. 

Gruppen föreslår: Läroplaner och kursplaner ska vara mer adaptiva. Förslaget är att styrdokumenten kontinuerligt ses över.",Ellen Lindqvist,Göteborgs kommun,,2018-07-02 10:50,,ellen-lindqvist-1,2/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"Gruppen föreslår (vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan): 
1. Det ska finnas en lägsta nivå vad gäller digital kompetens i rektorsutbildningen.
2. Utforma en digital strategi i kommunen (1-19 inkl vuxenutbildningen) som ska ge en lägsta nivå standard och sätta upp visioner för kommunens/huvudmannens digitaliseringsresa. 
3. Samverkan huvudman-näringsliv och forskning kring digitaliseringsfrågor.",Ellen Lindqvist,Göteborgs kommun,,2018-07-02 11:08,,ellen-lindqvist-2,3/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"föreslår silos mellan ämnen vilket  gör det svårt att arbeta ämnesintegrerat, som de frågorna som har med digital kompetens att göra, ofta innebär",Andreas Hedlund,Skellefteå kommun,,2018-07-02 11:23,,andreas-hedlund-7,,
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"bryta barriärer gällande silos mellan ämnen vilket gör det svårt att arbeta ämnesintegrerat, som de frågorna som har med digital kompetens att göra, ofta innebär",Andreas Hedlund,Skellefteå kommun,,2018-07-02 11:25,,andreas-hedlund-8,14/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår upphandling med krav på öppna API:er och på hur leverantör tänker utveckla sin tjänst/plattform över tid. Svårt att hitta en likvärdig och bra utveckling med inlåsningseffekter,Andreas Hedlund,Skellefteå kommun,,2018-07-02 11:30,,andreas-hedlund-9,,
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår upphandlingsmodell med krav på öppna API:er och på hur leverantör tänker utveckla sin tjänst/plattform över tid. Svårt att hitta en likvärdig och bra utveckling med inlåsningseffekter,Andreas Hedlund,Skellefteå kommun,,2018-07-02 11:32,,andreas-hedlund-10,15/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"Kompetensutveckling av beslutsfattare, t.ex. i nämnder och på nationell nivå.",Grupp S:t Göran,Gotlands kommun,,2018-07-02 17:06,,grupp-st-goran-11,1/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,Gemensam kravnivå / miniminivå ger också likvärdighet,Grupp S:t Göran,Gotlands kommun,,2018-07-02 17:06,,grupp-st-goran-12,12/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,Digital handlingsplan och instruktioner kring vad som krävs för att genomföra denna,Grupp S:t Göran,Gotlands kommun,,2018-07-02 17:06,,grupp-st-goran-13,8/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,Tydligt definiera begreppen,Grupp S:t Göran,Gotlands kommun,,2018-07-02 17:06,,grupp-st-goran-14,16/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"Uppföljning av digitala läromedel, struktur för uppföljning.",Grupp S:t Göran,Gotlands kommun,,2018-07-02 17:07,,grupp-st-goran-15,10/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,"Tydliga rekommendationer kring digitala verktyg, nätverksåtkomst etc. från Skolverket.",Grupp S:t Göran,Gotlands kommun,,2018-07-02 17:07,,grupp-st-goran-16,6/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,Tillgång till IT-kompetens och support,Grupp S:t Göran,Gotlands kommun,,2018-07-02 17:07,,grupp-st-goran-17,7/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,Många kloka inspel. Kompetensen hos beslutsfattare och beställarkompetens givetvis viktiga. En förståelse och gott samarbete mellan traditionell drifts-it och verksamhet en annan där inte verksamhetens iver att motsvara kraven i en modern skola ej får nonchaleras. Sedan finns det en risk i att behandla digitaliseringen av skolan som något separat istället för en naturlig del i den ordinarie undervisningen och pedagogiska utvecklingen.,Per Martinsson,Hallsbergs kommun,,2018-07-02 22:40,,per-martinsson-1,,
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår utöver de ovan nämnda att det skapas strukturerat samarbete mellan edtech och skola som har djupare rötter än beställare-leverantör. Vi behöver arbeta mer vetenskapligt för att utveckla funktionella digitala resurser.,Ingela Bursjöö,Göteborgs kommun,,2018-07-05 09:26,,ingela-bursjoo-2,9/16,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,"föreslår att det finns en standard, standardiserar valen i system. Hur system byter information med varandra.",Grupp S:t Nicolai,Gotlands kommun,,2018-07-02 10:53,,grupp-st-nicolai-5,5/8,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att politiker tar beslut om likvärdig tillgång i sina kommuner.,Grupp S:t Nicolai,Gotlands kommun,,2018-07-02 10:54,,grupp-st-nicolai-6,3/8,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att myndigheter behöver definiera ett antal mål och sen följa upp dem. Vad är likvärdig tillgång? Hur följa upp?,Daniel Broman,Lidingö kommun,,2018-07-02 11:03,,danielbroman-8,2/8,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår Öppna för andra professioner i skolan som har kompetens - som kan stödja utveckling.,Grupp S:t Nicolai,Gotlands kommun,,2018-07-02 11:04,,grupp-st-nicolai-7,7/8,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att digital kompetens ses som viktigare än digitala verktyg. Verktygen blir medel för att uppnå målen,Daniel Broman,Lidingö kommun,,2018-07-02 11:06,,danielbroman-9,1/8,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att när politiken har fattat beslut om likvärdighet av digitala device - även utbildningsinsatser.,Grupp S:t Nicolai,Gotlands kommun,,2018-07-02 11:07,,grupp-st-nicolai-8,6/8,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att vi funderar över nya organisationsmodeller som ser annorlunda ut än de vi använt i en analog organisation,Daniel Broman,Lidingö kommun,,2018-07-02 11:07,,danielbroman-10,4/8,33/147
Rådslag om Skolans Digitalisering under Almedalsveckan 2018,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att vi slår ihop små kommuner så att det finns mer muskler och ekonomi bakom,Daniel Broman,Lidingö kommun,,2018-07-02 11:08,,danielbroman-11,8/8,33/147
Rådslag om Skolans Digitalisering,Ordet är fritt,föreslår adf,Henrik Hansson,Ale kommun,,2018-06-27 13:48,,ordet-ar-fritt-1,,
Rådslag om Skolans Digitalisering,Ordet är fritt,föreslår sfdg,Eva Ekroth,Alvesta kommun,,2018-06-27 13:48,,ordet-ar-fritt-2,,
Rådslag om Skolans Digitalisering,Vilka är de viktigaste drivkrafterna för en bra och likvärdig utveckling av digital kompetens i skolan?,"föreslår .,m",Kimia Kjellman,Arboga kommun,,2018-06-27 13:50,,fraga-1-1,,
Rådslag om Skolans Digitalisering,Vilka är de viktigaste drivkrafterna för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår ölj,Eva Ekroth,Alvesta kommun,,2018-06-27 13:50,,fraga-1-2,,
Rådslag om Skolans Digitalisering,Vilka är de viktigaste drivkrafterna för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår jkj,Anders Hultman,Stockholms kommun,,2018-06-27 13:50,,fraga-1-3,,
Rådslag om Skolans Digitalisering,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår jjjj,Kimia Kjellman,Arboga kommun,,2018-06-27 13:51,,fraga-2-1,,
Rådslag om Skolans Digitalisering,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår lökj,Eva Ekroth,Alvesta kommun,,2018-06-27 13:51,,fraga-2-2,,
Rådslag om Skolans Digitalisering,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår ölkjölkj,Henrik Hansson,Ale kommun,,2018-06-27 13:51,,fraga-2-3,,
Rådslag om Skolans Digitalisering,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår ölkj,Anders Hultman,Stockholms kommun,,2018-06-27 13:51,,fraga-2-4,,
Rådslag om Skolans Digitalisering,Vilka är de största hindren för en bra och likvärdig utveckling av digital kompetens i skolan?,föreslår ölkj,Anders Hultman,Stockholms kommun,,2018-06-27 13:51,,fraga-2-5,,
Rådslag om Skolans Digitalisering,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår krav på personalens kompetens,Henrik Hansson,Ale kommun,,2018-06-27 14:02,,fraga-3-1,,
Rådslag om Skolans Digitalisering,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att förskolan utrustas med en dator per elev,Eva Ekroth,Alvesta kommun,,2018-06-27 14:03,,fraga-3-2,,
Rådslag om Skolans Digitalisering,Vilka faktorer är viktigast för att uppnå en likvärdig tillgång till digitala verktyg i skolan?,föreslår att vi köper in datorer till alla elever,Anders Hultman,Stockholms kommun,,2018-06-27 15:37,,fraga-3-3,,
Rådslag om Skolans Digitalisering,Vad är viktigast för att säkerställa en likvärdig användning av digitala verktyg i skolan?,föreslår jjjj,Henrik Hansson,Ale kommun,,2018-06-27 13:51,,fraga-4-1,,
Rådslag om Skolans Digitalisering,Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolan?,föreslår ölkj,Kimia Kjellman,Arboga kommun,,2018-06-27 13:51,,fraga-5-1,,
Rådslag om Skolans Digitalisering,Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolan?,föreslår ölkj,Eva Ekroth,Alvesta kommun,,2018-06-27 13:52,,fraga-5-2,,
